PEDIDO;Driver ID;Driver Name;Destination Hub;Data;OnHoldReason;status
BR236509900137M;61;Chelsae Frugier;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;App/Internet failure;OnHold
BR236080908919I;172;Adela Wilbor;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2358826354800;137;Nigel Pellissier;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Address cannot be found;Delivered
BR232709736688U;13;Miltie Owens;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Out of the route ;Delivered
BR231628977766H;379;Evelin McCalister;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR239383722118C;218;Annaliese Faichney;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Address cannot be found;OnHold
BR235603284656V;255;Ford Sigert;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2367063867063;59;Debee Niesel;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;App/Internet failure;Delivered
BR235296332709A;274;Aubry Pawson;LM Hub_MG_Contagem;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2302530111532;62;Darcee Keaton;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR230826451908G;458;Hunt Franzen;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Out of the route ;Delivered
BR233318249056Y;144;Eugenio McIlhatton;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2368124911215;337;Ivett O'Crigane;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR231377635020C;69;Haily Matthius;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR232496780169K;168;Jessalyn Steinhammer;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR231419836012E;430;Jarvis Bethel;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Out of the route ;Delivering
BR2366587781396;67;Rubia Rabbage;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR232837472994E;62;Darcee Keaton;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;App/Internet failure;Delivering
BR239707188545I;41;Kliment Berwick;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Normal;Delivering
BR2378395343088;20;Joeann Harsant;LM Hub_MG_Contagem;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR230951007601L;50;Harmonia Gush;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2395860325165;197;Sim Forri;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;Delivering
BR237737902394U;219;Therine Kupis;LM Hub_MG_Contagem;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR233008686403B;434;Ryley Yanshin;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;App/Internet failure;OnHold
BR2341237631837;371;Holly Primo;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR237587243608R;111;Malachi Harg;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR237942177419J;4;Marillin Putley;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR236864012394I;371;Holly Primo;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2397613524713;465;Neal D'Aeth;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR2301812782429;492;Sylvia Cheer;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR231225348446D;78;Othelia Graundisson;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Address cannot be found;OnHold
BR231500479157R;221;Katerina Razzell;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2324516859110;136;Laney Trumble;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Address cannot be found;Delivered
BR236668160521X;278;Genevieve Gobat;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2335272345432;239;Irma Tows;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;App/Internet failure;Delivered
BR239817328749A;20;Joeann Harsant;LM Hub_MG_Contagem;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2346899748870;94;Ame Humbatch;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR239812831163W;442;Pearla Jeeves;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2369109158351;408;Merrilee Guiton;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Normal;Delivered
BR232550936769K;172;Adela Wilbor;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR237466575399F;431;Murvyn Tenant;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;Delivering
BR2382511803070;193;Cullin Titterington;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR237072268513Y;409;Devy Camlin;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Out of the route ;OnHold
BR237893522210Z;368;Lissie Manis;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR236340275146T;155;Johna Clery;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR235733390052H;55;Janith Rigeby;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Address cannot be found;Delivered
BR239707278127O;224;Ferdy Jeremaes;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Normal;Delivered
BR2319744222119;4;Marillin Putley;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR2325084369488;11;Melamie Brabben;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Normal;OnHold
BR236495226056C;5;Lorne Gooley;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2359259881430;176;George Stickels;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR234664063169A;167;Pennie Snelgrove;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;Address cannot be found;Delivering
BR230090676139W;236;Yolanthe Cutts;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Address cannot be found;OnHold
BR238815705229B;459;Wake Ivakhin;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR230080436418U;174;Corbett Goathrop;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2365252574248;88;Corilla Todhunter;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2307121342308;439;Michaelina Grisedale;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR230067592298L;311;Kelcie Ortmann;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2356278610389;32;Brockie Rodden;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Normal;OnHold
BR230064189050U;457;Cicily Dillintone;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;App/Internet failure;Delivering
BR234370003276E;486;Kean Anespie;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR237253871888L;307;Courtnay Steels;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR2380049589136;16;Margot Fosdike;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR239853460605E;321;Gerry Sambles;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Address cannot be found;Delivered
BR230320752293Y;158;Belvia Side;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;Delivered
BR2392301963209;63;Dominique Ben-Aharon;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Normal;Delivered
BR2375574630548;72;Maxie Trittam;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Normal;Delivering
BR234212269572A;191;Agnola Galpen;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR234817769356Z;127;Adelind Ruckhard;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Normal;Delivering
BR233397082776D;80;Byrom Huguet;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Address cannot be found;Delivering
BR235389542048R;51;Auberta Fruchon;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Normal;Delivering
BR232487127568U;295;Spence Grinishin;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2357966400735;66;Ilene Postle;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;App/Internet failure;OnHold
BR2379035818207;8;Shelba Groneway;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR231344176950W;152;Alistair Eccles;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2323484890685;470;Duncan Amner;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Out of the route ;Delivering
BR2330309014965;136;Laney Trumble;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2399557115677;207;Celestyna Garfit;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR234983691682B;271;Wally Ferenczi;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2386158069743;359;Renado Balloch;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Normal;Delivering
BR237835545314Q;165;Emmalynn Kings;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR237715954969Z;135;Lew Creevy;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2331567795364;378;Jordan Skirving;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2392016442558;492;Sylvia Cheer;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR234397047683A;198;Allys Lardiner;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Out of the route ;OnHold
BR230637421225H;54;Amelie McCoole;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR2331179932723;12;Randi Bunney;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;App/Internet failure;Delivered
BR2390879782392;262;Alain Di Ruggiero;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR230533917983Y;17;Eugenie Hindmoor;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;App/Internet failure;Delivered
BR2304208139627;314;Chase Kaley;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR232865173608F;313;Birgitta Basillon;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Normal;OnHold
BR2318518109594;402;Wren Scholl;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2318849485972;72;Maxie Trittam;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2321279842675;360;Kippie Burgisi;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;Delivered
BR232200343188E;95;Marten Proven;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;App/Internet failure;Delivered
BR2317117597718;495;Elenore Maton;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR230344760547H;275;Normy Blais;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR238371303684F;55;Janith Rigeby;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;App/Internet failure;Delivering
BR238695418879D;333;Dawn Bowling;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2337526972351;387;Trula Tourville;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2324071733068;189;Ronald Puvia;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2314716383114;138;Bennett Legrand;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR239230098549U;382;Chance Scurrell;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR234857027975Z;266;Irvin Pallin;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR234799400905A;336;Harwilll Osbourn;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Out of the route ;Delivered
BR235891544018E;246;Angil Fulcher;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;App/Internet failure;Delivering
BR236308691239D;353;Rance Reast;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Out of the route ;Delivering
BR234201758251W;470;Duncan Amner;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;App/Internet failure;OnHold
BR237790554267K;68;Darryl De Clairmont;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Address cannot be found;Delivered
BR234533298859C;344;Forester Vassall;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Normal;OnHold
BR238889562762I;235;Keven Gerrans;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2335707857254;7;Simone Hammett;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;Delivering
BR2321741335299;376;Margalit Milleton;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;Delivering
BR2378770834476;32;Brockie Rodden;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Normal;OnHold
BR233065182083S;120;Benedicta Burnett;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR234381578664T;53;Wrennie McTrustram;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR232537012551L;149;Carolan Schellig;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Address cannot be found;OnHold
BR232165230924M;469;Cilka Sparshutt;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR235393798564Z;108;Olva Fitton;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2397715071620;112;Allys Ionnisian;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Normal;OnHold
BR232332710513J;117;Fayre Bradder;LM Hub_MG_Contagem;2024-04-22 00:00:00;Address cannot be found;OnHold
BR239856079748I;363;Cecilius McCafferky;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR235531845835F;413;Rey Wolseley;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR239655536317E;353;Rance Reast;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Normal;OnHold
BR230770586471Y;88;Corilla Todhunter;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR232573534226I;322;Elsi McCrohon;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR237357327292B;9;Vinni Matijevic;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;App/Internet failure;OnHold
BR233892500787E;240;Samson Blaber;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Out of the route ;OnHold
BR232669194824D;288;Rebbecca Brimilcombe;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2351416866389;277;Bari Caton;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR238988107662D;168;Jessalyn Steinhammer;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR237741245225W;246;Angil Fulcher;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR235664495713J;178;Chrissie McCord;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2339577514247;193;Cullin Titterington;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Normal;Delivered
BR2387826620944;491;Darya Stroband;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR233681003739Y;43;Dugald Monelli;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Out of the route ;Delivering
BR239429853000K;380;Maynard Archdeckne;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR237422114030D;108;Olva Fitton;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR233019107563G;367;Daphna Crocken;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;Delivered
BR234912989368K;272;Al Dederick;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR235311585524X;13;Miltie Owens;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Out of the route ;OnHold
BR2322979752369;104;Laurella Skipsey;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;Delivering
BR2338912008952;363;Cecilius McCafferky;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR237135389273H;494;Cathee Karlqvist;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR233688273590E;24;Cassie Karet;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2382109868566;88;Corilla Todhunter;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Normal;Delivering
BR234352782958B;186;Torie Shearsby;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Normal;Delivering
BR238231130262O;494;Cathee Karlqvist;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Normal;Delivered
BR233082142229I;231;Scot Beeby;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;App/Internet failure;Delivering
BR230805653195P;41;Kliment Berwick;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Normal;OnHold
BR233148478024K;209;Letta Hutt;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2311804338314;202;Pincas Eckersley;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2355234933227;213;Seamus Dowyer;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Out of the route ;Delivered
BR237891760132G;420;Agnes Callendar;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Address cannot be found;Delivered
BR230169520056I;70;Kanya Faltin;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Address cannot be found;Delivered
BR236839442786H;466;Randi Colpus;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Out of the route ;Delivering
BR236119665649H;374;Wyndham Carlos;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR230239666201P;235;Keven Gerrans;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR236814441789A;263;Brigitte Illes;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR234791253813V;181;Joceline Abbet;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR234655160155T;335;Gaylene Cotton;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Out of the route ;OnHold
BR2383506583920;247;Franchot Llewellin;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR230228974365F;426;Emelda Ferson;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Out of the route ;OnHold
BR2341666302931;95;Marten Proven;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR237083896209Q;62;Darcee Keaton;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR237401632956B;471;Gregoire Ayton;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Out of the route ;OnHold
BR2382709336538;438;Cyril Hebbs;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR233347262473C;387;Trula Tourville;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR239952179440O;122;Henri Tidey;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Out of the route ;OnHold
BR239470203220J;458;Hunt Franzen;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2360452718219;298;Carey Symers;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR237047591436H;373;Selene Conneely;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;App/Internet failure;Delivering
BR231232346714G;291;Bethanne Bool;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Normal;OnHold
BR2347209898058;404;Christin Parcall;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Risky area of delivery;Delivered
